-1,14,-1,-1,78,78,78,-1,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303,303,303,303,303,303,304,-1,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,73,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,78,78,78,-1,332,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,73,-1,-1,-1,-1,234,-1,-1,-1,-1,-1,-1,-1,78,-1,78,-1,78,230,78,-1,78,-1,78,-1,78,-1,78,290,78,-1,78,-1,-1,-1,-1,-1
749,-1,-1,302,303,303,303,303,332,-1,-1,-1,-1,-1,-1,-1,303,303,-1,-1,-1,-1,-1,73,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,304,-1,-1,-1
-1,-1,-1,-1,-1,384,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,332,332,-1,-1,-1,-1,-1,234,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,332,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303,303,303,303,303,303,303,303,303,303,304,-1,-1,-1,303,332,332,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,735,736,737,-1,-1,-1,-1,332,332,-1,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,776,-1,-1,-1,-1,303,332,332,332,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,332,332,-1,303,-1,-1,-1,-1,-1,303,-1,-1,-1,-1,332,304,-1,-1,-1,-1,-1,-1,-1,303,304,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,332,332,332,332,332,-1,-1,-1,-1,735,736,737,-1,-1,-1,-1,-1,-1,-1,-1,-1,332,332,-1,332,304,-1,-1,-1,302,332,-1,-1,-1,-1,-1,-1,-1,358,302,-1,-1,-1,-1,332,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,332,332,332,332,332,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,332,332,-1,-1,-1,358,-1,-1,-1,-1,-1,302,303,-1,-1,-1,-1,302,332,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303,332,332,332,332,332,332,332,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,332,332,-1,-1,-1,303,304,-1,-1,-1,-1,-1,332,-1,-1,-1,-1,-1,-1,-1,302,303,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,303,332,332,332,332,332,332,332,332,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,332,332,-1,-1,-1,332,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,332,-1,-1,-1,-1
-1,-1,70,70,-1,-1,-1,-1,303,332,332,332,332,332,332,332,332,332,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,332,332,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
303,303,303,303,303,303,303,303,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303,303
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332
332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332,332
