-1,-1,-1,-1,-1,-1,864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,507,864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,496,497,497,497,498,-1,-1,-1,-1,354,-1,-1,-1,-1,496,497,497,497,498,-1,-1,-1,-1,354,-1,-1,-1,-1,-1,-1,507,-1,-1,-1,-1,-1,-1,-1,-1,495,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,358,358,358,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,78,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,78,78,78,-1,-1,497,497,497,497,498,-1,496,497,497,-1,-1,-1,-1,-1,496,497,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,496,497,498,-1
-1,-1,-1,-1,354,-1,-1,-1,-1,496,497,497,497,498,-1,-1,-1,-1,354,-1,-1,-1,-1,496,497,497,497,498,-1,-1,526,78,78,-1,78,78,78,78,526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,324,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,78,78,78,78,78,-1,-1,-1,-1,-1,-1,864,-1,-1,78,78,78,78,78,-1,-1,-1,-1,-1,-1,864,-1,-1,526,497,498,-1,496,497,497,497,526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,496,497,497,497,498,-1,-1,-1,-1,-1,-1
-1,-1,496,497,497,497,498,-1,-1,-1,-1,78,-1,864,-1,-1,496,497,497,497,498,-1,-1,626,-1,78,-1,864,-1,-1,526,78,78,78,78,78,-1,78,526,-1,-1,-1,-1,-1,358,358,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,78,-1
-1,-1,864,-1,-1,-1,-1,-1,-1,-1,622,-1,-1,864,-1,-1,864,-1,-1,-1,-1,-1,-1,655,-1,-1,-1,864,-1,-1,526,497,497,497,497,498,-1,496,526,-1,-1,-1,-1,-1,496,497,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,496,497,498,-1
-1,-1,864,-1,78,-1,-1,-1,-1,496,497,497,497,498,-1,-1,864,-1,78,-1,-1,-1,-1,496,497,497,497,498,-1,-1,526,78,-1,78,78,78,78,78,526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,324,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,526,498,-1,496,497,497,497,497,526,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,496,497,497,497,498,-1,-1,-1,-1,-1,-1
-1,-1,496,497,497,497,498,-1,-1,-1,-1,354,-1,-1,-1,-1,496,497,497,497,498,-1,-1,-1,-1,354,-1,-1,-1,-1,526,78,78,78,-1,78,78,78,526,-1,-1,-1,-1,-1,-1,253,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,358,358,358,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,78,78,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,78,78,78,78,-1,-1,526,497,497,498,-1,496,497,497,526,-1,-1,-1,-1,-1,496,497,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,496,497,498,-1
627,-1,-1,-1,354,-1,-1,-1,-1,496,497,497,497,498,-1,-1,-1,-1,354,-1,-1,-1,-1,496,497,497,497,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,495,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
655,-1,78,78,78,78,78,-1,-1,864,-1,-1,-1,-1,-1,-1,78,78,78,78,78,-1,-1,864,-1,-1,507,-1,-1,-1,-1,-1,-1,-1,-1,-1,622,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497,497
526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526,526
