-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,253,-1,-1,-1,-1,-1,-1,16,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,48,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,192,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,123,-1,-1,-1,-1,122,123,123,123,123,123,123,123,123,123,123,123,-1,78,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,192,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,-1,-1,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,152,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,78,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,-1,-1,154,-1,-1,-1,-1,-1,324,-1,-1,-1,-1,-1,-1,324,-1,-1,-1,-1,-1,-1,78,78,78,152,152,152,152,-1,-1,-1,48,-1,230,-1,-1,-1,-1,14,-1,152,-1,-1,-1,192,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,78,-1,-1,-1,-1,-1,152,152,152,152,152,152,152,152,152,152,152,152,152,152,-1,-1,16,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,-1,78,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,154,-1,-1,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,192,-1,-1,-1
-1,-1,-1,-1,-1,467,-1,-1,-1,152,-1,-1,-1,-1,-1,78,-1,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,78,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,154,-1,-1,152,-1,-1,78,152,152,152,78,-1,-1,152,152,152,152,152,152,-1,-1,-1,-1,-1,78,-1,-1,78,-1,-1,78,-1,-1,78,-1,-1,78,-1,-1,-1,-1,-1,-1,192,-1
-1,-1,16,48,-1,-1,-1,-1,-1,-1,-1,-1,78,-1,-1,-1,-1,-1,152,-1,-1,152,152,152,152,152,-1,-1,152,48,17,152,152,-1,-1,-1,-1,-1,-1,154,-1,-1,154,-1,-1,154,-1,-1,154,-1,-1,154,-1,-1,-1,-1,17,-1,-1,-1
123,123,123,123,123,123,123,123,123,123,-1,-1,154,-1,-1,-1,-1,-1,152,-1,-1,78,152,152,152,78,-1,-1,152,152,152,152,-1,-1,-1,152,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,123,123,123,123,123,123
152,152,152,152,152,152,152,152,152,152,-1,-1,-1,-1,-1,-1,-1,-1,152,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,152,152,152,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,70,70,70,70,70,70,70,70,152,-1,-1,-1,-1,-1,-1,-1,230,-1,-1,-1,-1,-1,-1,152,152,152,152,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,152,152,152,152,152,152
152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152
